50090.100000000	0.705494323	0.126987873
50090.200000000	0.705877383	0.127731594
50090.300000000	0.705415622	0.130009846
50090.400000000	0.705041956	0.130512835
50090.500000000	0.705574943	0.132933066
50090.600000000	0.705722098	0.134422022
50090.700000000	0.706243471	0.137197085
50090.800000000	0.705853016	0.137082165
50090.900000000	0.705815953	0.138639100
50091.000000000	0.705134881	0.141952105
50091.100000000	0.705658274	0.143555982
50091.200000000	0.705823321	0.145540098
50091.300000000	0.706168705	0.146754761
50091.400000000	0.705324890	0.149097552
50091.500000000	0.705133292	0.151403567
50091.600000000	0.705575396	0.152822511
50091.700000000	0.704997702	0.154549151
50091.800000000	0.706128260	0.156120979
50091.900000000	0.705889396	0.159849429
50092.000000000	0.705317971	0.161240690
50092.100000000	0.705993541	0.164306056
50092.200000000	0.706031614	0.166048668
50092.300000000	0.706037166	0.168946856
50092.400000000	0.705763133	0.170578310
50092.500000000	0.706188870	0.173752468
50092.600000000	0.705378196	0.177060893
50092.700000000	0.705646257	0.179599109
50092.800000000	0.706084641	0.181895794
50092.900000000	0.705810853	0.184021738
50093.000000000	0.706195214	0.188019148
50093.100000000	0.706248681	0.191161502
50093.200000000	0.705539000	0.194497095
50093.300000000	0.706093931	0.199091939
50093.400000000	0.705718131	0.201500372
50093.500000000	0.705396116	0.205177777
50093.600000000	0.705360957	0.208735622
50093.700000000	0.706121236	0.213331292
50093.800000000	0.705738535	0.216190657
50093.900000000	0.705870470	0.221083875
50094.000000000	0.705480375	0.225636522
50094.100000000	0.705017674	0.230874165
50094.200000000	0.705418231	0.235299299
50094.300000000	0.705612812	0.240645798
50094.400000000	0.704661734	0.245428605
50094.500000000	0.705334984	0.250825517
50094.600000000	0.705770274	0.256753890
50094.700000000	0.704466664	0.261770281
50094.800000000	0.705303793	0.268339486
50094.900000000	0.705439664	0.274386005
50095.000000000	0.705213273	0.281316050
50095.100000000	0.705474025	0.288613790
50095.200000000	0.704926776	0.295266659
50095.300000000	0.704737001	0.302978811
50095.400000000	0.704363088	0.309434064
50095.500000000	0.705129548	0.317327087
50095.600000000	0.704882288	0.325617936
50095.700000000	0.705054324	0.335905701
50095.800000000	0.704004091	0.342923898
50095.900000000	0.704757320	0.352630572
50096.000000000	0.704110900	0.360944539
50096.100000000	0.702907675	0.371680723
50096.200000000	0.703429200	0.381269878
50096.300000000	0.704415673	0.391188139
50096.400000000	0.703444895	0.403657082
50096.500000000	0.704214399	0.412681184
50096.600000000	0.703954544	0.422928079
50096.700000000	0.703388371	0.434369981
50096.800000000	0.702658267	0.445703399
50096.900000000	0.702835059	0.455769766
50097.000000000	0.703114557	0.468095033
50097.100000000	0.702749685	0.477970878
50097.200000000	0.702508762	0.487290796
50097.300000000	0.702239048	0.496695963
50097.400000000	0.702959117	0.506098488
50097.500000000	0.703229351	0.512173408
50097.600000000	0.702445670	0.519275341
50097.700000000	0.701530783	0.524291980
50097.800000000	0.701923415	0.528327171
50097.900000000	0.702353074	0.529298857
50098.000000000	0.702413895	0.529262732
50098.100000000	0.702179920	0.528585584
50098.200000000	0.702536661	0.525412448
50098.300000000	0.702646312	0.521070130
50098.400000000	0.702658495	0.516325324
50098.500000000	0.702386788	0.509173762
50098.600000000	0.702959572	0.502457799
50098.700000000	0.702177869	0.493029979
50098.800000000	0.703766893	0.483094359
50098.900000000	0.702592343	0.472251120
50099.000000000	0.703831798	0.461206765
50099.100000000	0.703609665	0.450522008
50099.200000000	0.702692764	0.440044907
50099.300000000	0.703725174	0.427787050
50099.400000000	0.703018293	0.418225011
50099.500000000	0.703626378	0.406043741
50099.600000000	0.703918745	0.395021822
50099.700000000	0.703638544	0.383943746
50099.800000000	0.704014091	0.374758589
50099.900000000	0.703657303	0.363130610
50100.000000000	0.704028409	0.353997062
50100.100000000	0.705238456	0.345270676
50100.200000000	0.704008295	0.334713250
50100.300000000	0.704336170	0.326736591
50100.400000000	0.704140895	0.317399433
50100.500000000	0.704058179	0.308032726
50100.600000000	0.705068280	0.301209827
50100.700000000	0.704041590	0.293450643
50100.800000000	0.704249047	0.285497741
50100.900000000	0.704245071	0.277410887
50101.000000000	0.704651971	0.270641904
50101.100000000	0.704515947	0.265280229
50101.200000000	0.704249956	0.258628691
50101.300000000	0.704686029	0.254123749
50101.400000000	0.704630967	0.248222803
50101.500000000	0.704878089	0.241154888
50101.600000000	0.704356841	0.235434917
50101.700000000	0.705132498	0.231615198
50101.800000000	0.704710437	0.224679327
50101.900000000	0.705181168	0.219958542
50102.000000000	0.705083711	0.215488283
50102.100000000	0.705835902	0.211875058
50102.200000000	0.704983177	0.207812223
50102.300000000	0.705391466	0.203504103
50102.400000000	0.705105609	0.198257610
50102.500000000	0.704989532	0.194857897
50102.600000000	0.704848239	0.191076948
50102.700000000	0.704654241	0.189036293
50102.800000000	0.704583281	0.186190010
50102.900000000	0.705709402	0.181358871
50103.000000000	0.704401476	0.178433629
50103.100000000	0.705898010	0.174721264
50103.200000000	0.704981702	0.171632165
50103.300000000	0.704703966	0.169959995
50103.400000000	0.705536165	0.165714936
50103.500000000	0.705285985	0.163151463
