50090.100000000	7.248522056	2.871132014
50090.200000000	7.250570184	2.860758053
50090.300000000	7.242610579	2.849782476
50090.400000000	7.244295963	2.839667023
50090.500000000	7.250782027	2.830519726
50090.600000000	7.246588163	2.819393410
50090.700000000	7.248843218	2.806610824
50090.800000000	7.245939001	2.794193637
50090.900000000	7.253603794	2.784753346
50091.000000000	7.248757135	2.771796818
50091.100000000	7.245764556	2.757690512
50091.200000000	7.248263792	2.743865536
50091.300000000	7.249891585	2.728503062
50091.400000000	7.244198782	2.713977214
50091.500000000	7.241290493	2.698663610
50091.600000000	7.254837834	2.682877381
50091.700000000	7.241185538	2.665804074
50091.800000000	7.247046295	2.652698551
50091.900000000	7.246642257	2.635332723
50092.000000000	7.243225801	2.617514180
50092.100000000	7.245368176	2.599598738
50092.200000000	7.243779124	2.582150917
50092.300000000	7.244713383	2.563180524
50092.400000000	7.243616776	2.540693575
50092.500000000	7.251197970	2.519770275
50092.600000000	7.244489216	2.500649260
50092.700000000	7.237564231	2.476961235
50092.800000000	7.249637784	2.454429987
50092.900000000	7.244329092	2.431088645
50093.000000000	7.237416114	2.406824962
50093.100000000	7.241724656	2.381216361
50093.200000000	7.245284259	2.355566955
50093.300000000	7.234582504	2.329072880
50093.400000000	7.242211817	2.299293109
50093.500000000	7.244436210	2.270913120
50093.600000000	7.245198134	2.239183851
50093.700000000	7.243273293	2.206208404
50093.800000000	7.240059668	2.172556246
50093.900000000	7.237980934	2.137114765
50094.000000000	7.231714596	2.098997704
50094.100000000	7.235950249	2.060394059
50094.200000000	7.229870262	2.020069860
50094.300000000	7.230388095	1.976990035
50094.400000000	7.233713293	1.931930434
50094.500000000	7.237631657	1.886800636
50094.600000000	7.230991080	1.838482157
50094.700000000	7.227762033	1.787251924
50094.800000000	7.227304892	1.731197043
50094.900000000	7.233824991	1.673780679
50095.000000000	7.223414151	1.615968118
50095.100000000	7.229614651	1.550659008
50095.200000000	7.224084163	1.484869179
50095.300000000	7.228215824	1.414595914
50095.400000000	7.227973437	1.342689599
50095.500000000	7.231379398	1.262116064
50095.600000000	7.223834993	1.177317901
50095.700000000	7.226093827	1.087996471
50095.800000000	7.231890486	0.996352066
50095.900000000	7.232252208	0.898322347
50096.000000000	7.224407519	0.793268883
50096.100000000	7.229720880	0.689381868
50096.200000000	7.232396007	0.575072030
50096.300000000	7.221983107	0.453405249
50096.400000000	7.217370158	0.324571348
50096.500000000	7.217334688	0.191054338
50096.600000000	7.223011006	0.056472294
50096.700000000	7.220812143	0.098142753
50096.800000000	7.214045190	0.247353997
50096.900000000	7.221373831	0.403580773
50097.000000000	7.208031077	0.562662812
50097.100000000	7.211438691	0.729094562
50097.200000000	7.212264000	0.898143151
50097.300000000	7.211085910	1.068604174
50097.400000000	7.215553201	1.240498222
50097.500000000	7.208177578	1.413805984
50097.600000000	7.216886863	1.586228533
50097.700000000	7.215410175	1.754800866
50097.800000000	7.219799443	1.925381292
50097.900000000	7.219443746	2.093324246
50098.000000000	7.219165603	2.254262877
50098.100000000	7.214194896	2.414346984
50098.200000000	7.225260134	2.567283763
50098.300000000	7.203980011	2.716825795
50098.400000000	7.222076156	2.859542117
50098.500000000	7.216273831	2.996015808
50098.600000000	7.227330351	3.127641923
50098.700000000	7.215708420	3.254148171
50098.800000000	7.222340895	3.371209302
50098.900000000	7.227139960	3.482614834
50099.000000000	7.230579507	3.588376524
50099.100000000	7.225974260	3.691302816
50099.200000000	7.233728776	3.787081705
50099.300000000	7.234413314	3.878787769
50099.400000000	7.241656164	3.963496800
50099.500000000	7.232245571	4.041951845
50099.600000000	7.229166480	4.119183065
50099.700000000	7.235379741	4.187102483
50099.800000000	7.231862831	4.256146990
50099.900000000	7.240376786	4.321552980
50100.000000000	7.236677691	4.382828676
50100.100000000	7.238865104	4.441871101
50100.100000000	7.237335421	4.497531839
50100.200000000	7.231136010	4.483696475
50100.300000000	7.237491278	4.541058485
50100.400000000	7.242990543	4.592673958
